"time", "token price", "dai2usdc", "usdc2dai"
1579003859, 1.002045, 0.997685, 1.001497
1579003919, 1.002045, 0.997685, 1.001497
1579003980, 1.002045, 0.997685, 1.001497
1579004040, 1.002045, 0.997685, 1.001497
1579004101, 1.002045, 0.997685, 1.001497
1579004162, 1.002045, 0.997685, 1.001497
1579004222, 1.002045, 0.997685, 1.001497
1579004283, 1.002045, 0.997685, 1.001497
1579004343, 1.002045, 0.997685, 1.001497
1579004404, 1.002045, 0.997685, 1.001497
1579004464, 1.002045, 0.997685, 1.001497
1579004525, 1.002046, 0.997685, 1.001497
1579004585, 1.002046, 0.997685, 1.001497
1579004646, 1.002046, 0.997685, 1.001497
1579004706, 1.002046, 0.997685, 1.001497
1579004767, 1.002046, 0.997685, 1.001497
1579004827, 1.002047, 0.997685, 1.001497
